method,metric,dataset,acc
SFA,hist_euclidean,ChlorineConcentration,0.6372395833333333
SFA,hist_euclidean,CinCECGTorso,0.8695652173913043
SFA,hist_euclidean,Coffee,1.0
SFA,hist_euclidean,Computers,0.664
SFA,hist_euclidean,CricketX,0.1615384615384615
SFA,hist_euclidean,CricketY,0.1794871794871795
SFA,hist_euclidean,CricketZ,0.2102564102564102
SFA,hist_euclidean,Crop,0.5086904761904761
SFA,hist_euclidean,DiatomSizeReduction,0.8202614379084967
SFA,hist_euclidean,DistalPhalanxOutlineAgeGroup,0.6690647482014388
SFA,hist_euclidean,DistalPhalanxOutlineCorrect,0.6920289855072463
SFA,hist_euclidean,DistalPhalanxTW,0.5755395683453237
SFA,hist_euclidean,DodgerLoopDay,0.175
SFA,hist_euclidean,DodgerLoopGame,0.6014492753623188
SFA,hist_euclidean,DodgerLoopWeekend,0.5797101449275363
SFA,hist_euclidean,Earthquakes,0.7122302158273381
SFA,hist_euclidean,ECG200,0.66
SFA,hist_euclidean,ECG5000,0.834
SFA,hist_euclidean,ECGFiveDays,0.7456445993031359
SFA,hist_euclidean,ElectricDevices,0.5983659706912203
SFA,hist_euclidean,EOGHorizontalSignal,0.1270718232044199
SFA,hist_euclidean,EOGVerticalSignal,0.074585635359116
SFA,hist_euclidean,EthanolLevel,0.28
SFA,hist_euclidean,FaceAll,0.5242603550295858
SFA,hist_euclidean,FaceFour,0.5340909090909091
SFA,hist_euclidean,FacesUCR,0.5521951219512196
SFA,hist_euclidean,FiftyWords,0.2329670329670329
SFA,hist_euclidean,Fish,0.6971428571428572
SFA,hist_euclidean,FordA,0.7765151515151515
SFA,hist_euclidean,FordB,0.6308641975308642
SFA,hist_euclidean,FreezerRegularTrain,0.6182456140350877
SFA,hist_euclidean,FreezerSmallTrain,0.6407017543859649
SFA,hist_euclidean,Fungi,0.2365591397849462
SFA,hist_euclidean,GestureMidAirD1,0.3692307692307692
SFA,hist_euclidean,GestureMidAirD2,0.3846153846153846
SFA,hist_euclidean,GestureMidAirD3,0.2076923076923077
SFA,hist_euclidean,GesturePebbleZ1,0.3197674418604651
SFA,hist_euclidean,GesturePebbleZ2,0.2088607594936709
SFA,hist_euclidean,GunPoint,0.7466666666666667
SFA,hist_euclidean,GunPointAgeSpan,0.8512658227848101
SFA,hist_euclidean,GunPointMaleVersusFemale,0.879746835443038
SFA,hist_euclidean,GunPointOldVersusYoung,0.8126984126984127
SFA,hist_euclidean,Ham,0.5238095238095238
SFA,hist_euclidean,HandOutlines,0.6189189189189189
SFA,hist_euclidean,Haptics,0.3116883116883117
SFA,hist_euclidean,Herring,0.515625
SFA,hist_euclidean,HouseTwenty,0.8739495798319328
SFA,hist_euclidean,InlineSkate,0.289090909090909
SFA,hist_euclidean,InsectEPGRegularTrain,0.8674698795180723
SFA,hist_euclidean,InsectEPGSmallTrain,0.7911646586345381
SFA,hist_euclidean,InsectWingbeatSound,0.2181818181818181
SFA,hist_euclidean,ItalyPowerDemand,0.9173955296404276
SFA,hist_euclidean,LargeKitchenAppliances,0.432
SFA,hist_euclidean,Lightning2,0.5737704918032787
SFA,hist_euclidean,Lightning7,0.4246575342465753
SFA,hist_euclidean,Mallat,0.5837953091684435
SFA,hist_euclidean,Meat,0.7
SFA,hist_euclidean,MedicalImages,0.4828947368421052
SFA,hist_euclidean,MelbournePedestrian,0.7228372283722837
SFA,hist_euclidean,MiddlePhalanxOutlineAgeGroup,0.4805194805194805
SFA,hist_euclidean,MiddlePhalanxOutlineCorrect,0.6219931271477663
SFA,hist_euclidean,MiddlePhalanxTW,0.4415584415584415
SFA,hist_euclidean,MixedShapesRegularTrain,0.8465979381443299
SFA,hist_euclidean,MixedShapesSmallTrain,0.8185567010309278
SFA,hist_euclidean,MoteStrain,0.896964856230032
SFA,hist_euclidean,NonInvasiveFetalECGThorax1,0.1603053435114503
SFA,hist_euclidean,NonInvasiveFetalECGThorax2,0.2076335877862595
SFA,hist_euclidean,OliveOil,0.7666666666666667
SFA,hist_euclidean,OSULeaf,0.7892561983471075
SFA,hist_euclidean,PhalangesOutlinesCorrect,0.6585081585081585
SFA,hist_euclidean,Phoneme,0.2394514767932489
SFA,hist_euclidean,PickupGestureWiimoteZ,0.32
SFA,hist_euclidean,PigAirwayPressure,0.3413461538461538
SFA,hist_euclidean,PigArtPressure,0.9134615384615384
SFA,hist_euclidean,PigCVP,0.7067307692307693
SFA,hist_euclidean,PLAID,0.590316573556797
SFA,hist_euclidean,Plane,1.0
SFA,hist_euclidean,PowerCons,0.7333333333333333
SFA,hist_euclidean,ProximalPhalanxOutlineAgeGroup,0.7609756097560976
SFA,hist_euclidean,ProximalPhalanxOutlineCorrect,0.7353951890034365
SFA,hist_euclidean,ProximalPhalanxTW,0.7219512195121951
SFA,hist_euclidean,RefrigerationDevices,0.4746666666666667
SFA,hist_euclidean,Rock,0.8
SFA,hist_euclidean,ScreenType,0.3333333333333333
SFA,hist_euclidean,SemgHandGenderCh2,0.48
SFA,hist_euclidean,SemgHandMovementCh2,0.1866666666666666
SFA,hist_euclidean,SemgHandSubjectCh2,0.1911111111111111
SFA,hist_euclidean,ShakeGestureWiimoteZ,0.62
SFA,hist_euclidean,ShapeletSim,0.85
SFA,hist_euclidean,ShapesAll,0.4866666666666667
SFA,hist_euclidean,SmallKitchenAppliances,0.6933333333333334
SFA,hist_euclidean,SmoothSubspace,0.56
SFA,hist_euclidean,SonyAIBORobotSurface1,0.6788685524126455
SFA,hist_euclidean,SonyAIBORobotSurface2,0.8530954879328436
SFA,hist_euclidean,StarLightCurves,0.8222438076736279
SFA,hist_euclidean,Strawberry,0.9297297297297298
SFA,hist_euclidean,SwedishLeaf,0.6864
SFA,hist_euclidean,Symbols,0.8231155778894472
SFA,hist_euclidean,SyntheticControl,0.64
SFA,hist_euclidean,ToeSegmentation1,0.6798245614035088
SFA,hist_euclidean,ToeSegmentation2,0.8307692307692308
SFA,hist_euclidean,Trace,0.65
SFA,hist_euclidean,TwoLeadECG,0.8437225636523266
SFA,hist_euclidean,TwoPatterns,0.5365
SFA,hist_euclidean,UMD,0.625
SFA,hist_euclidean,UWaveGestureLibraryAll,0.4341150195421552
SFA,hist_euclidean,UWaveGestureLibraryX,0.3992183137911781
SFA,hist_euclidean,UWaveGestureLibraryY,0.4170854271356783
SFA,hist_euclidean,UWaveGestureLibraryZ,0.3989391401451703
SFA,hist_euclidean,Wafer,0.9972420506164827
SFA,hist_euclidean,Wine,0.6666666666666666
SFA,hist_euclidean,WordSynonyms,0.2272727272727272
SFA,hist_euclidean,Worms,0.4935064935064935
SFA,hist_euclidean,WormsTwoClass,0.5974025974025974
SFA,hist_euclidean,Yoga,0.642
SFA,boss,ACSF1,0.4
SFA,boss,Adiac,0.3938618925831202
SFA,boss,AllGestureWiimoteX,0.3114285714285714
SFA,boss,AllGestureWiimoteY,0.2942857142857142
SFA,boss,AllGestureWiimoteZ,0.3185714285714285
SFA,boss,ArrowHead,0.5428571428571428
SFA,boss,Beef,0.5666666666666667
SFA,boss,BeetleFly,0.75
SFA,boss,BirdChicken,0.95
SFA,boss,BME,0.6133333333333333
SFA,boss,Car,0.4333333333333333
SFA,boss,CBF,0.5766666666666667
SFA,boss,Chinatown,0.8221574344023324
SFA,boss,ChlorineConcentration,0.63359375
SFA,boss,CinCECGTorso,0.8586956521739131
SFA,boss,Coffee,0.8571428571428571
SFA,boss,Computers,0.68
SFA,boss,CricketX,0.1641025641025641
SFA,boss,CricketY,0.1923076923076923
SFA,boss,CricketZ,0.182051282051282
SFA,boss,Crop,0.5011904761904762
SFA,boss,DiatomSizeReduction,0.7973856209150327
SFA,boss,DistalPhalanxOutlineAgeGroup,0.6402877697841727
SFA,boss,DistalPhalanxOutlineCorrect,0.6702898550724637
SFA,boss,DistalPhalanxTW,0.5611510791366906
SFA,boss,DodgerLoopDay,0.1875
SFA,boss,DodgerLoopGame,0.5507246376811594
SFA,boss,DodgerLoopWeekend,0.644927536231884
SFA,boss,Earthquakes,0.7050359712230215
SFA,boss,ECG200,0.69
SFA,boss,ECG5000,0.7884444444444444
SFA,boss,ECGFiveDays,0.7282229965156795
SFA,boss,ElectricDevices,0.6035533653222669
SFA,boss,EOGHorizontalSignal,0.1215469613259668
SFA,boss,EOGVerticalSignal,0.0828729281767955
SFA,boss,EthanolLevel,0.288
SFA,boss,FaceAll,0.4609467455621301
SFA,boss,FaceFour,0.5113636363636364
SFA,boss,FacesUCR,0.4760975609756097
SFA,boss,FiftyWords,0.2263736263736263
SFA,boss,Fish,0.6571428571428571
SFA,boss,FordA,0.7924242424242425
SFA,boss,FordB,0.6592592592592592
SFA,boss,FreezerRegularTrain,0.6091228070175438
SFA,boss,FreezerSmallTrain,0.5957894736842105
SFA,boss,Fungi,0.1881720430107527
SFA,boss,GestureMidAirD1,0.3538461538461538
SFA,boss,GestureMidAirD2,0.3230769230769231
SFA,boss,GestureMidAirD3,0.123076923076923
SFA,boss,GesturePebbleZ1,0.3081395348837209
SFA,boss,GesturePebbleZ2,0.1962025316455696
SFA,boss,GunPoint,0.7533333333333333
SFA,boss,GunPointAgeSpan,0.8417721518987342
SFA,boss,GunPointMaleVersusFemale,0.8670886075949367
SFA,boss,GunPointOldVersusYoung,0.8063492063492064
SFA,boss,Ham,0.5142857142857142
SFA,boss,HandOutlines,0.6189189189189189
SFA,boss,Haptics,0.2954545454545454
SFA,boss,Herring,0.5625
SFA,boss,HouseTwenty,0.8739495798319328
SFA,boss,InlineSkate,0.2836363636363636
SFA,boss,InsectEPGRegularTrain,0.8313253012048193
SFA,boss,InsectEPGSmallTrain,0.7469879518072289
SFA,boss,InsectWingbeatSound,0.2196969696969697
SFA,boss,ItalyPowerDemand,0.902818270165209
SFA,boss,LargeKitchenAppliances,0.4133333333333333
SFA,boss,Lightning2,0.5901639344262295
SFA,boss,Lightning7,0.3972602739726027
SFA,boss,Mallat,0.579957356076759
SFA,boss,Meat,0.6833333333333333
SFA,boss,MedicalImages,0.4644736842105263
SFA,boss,MelbournePedestrian,0.7056170561705617
SFA,boss,MiddlePhalanxOutlineAgeGroup,0.512987012987013
SFA,boss,MiddlePhalanxOutlineCorrect,0.6219931271477663
SFA,boss,MiddlePhalanxTW,0.4805194805194805
SFA,boss,MixedShapesRegularTrain,0.8437113402061855
SFA,boss,MixedShapesSmallTrain,0.8169072164948453
SFA,boss,MoteStrain,0.8610223642172524
SFA,boss,NonInvasiveFetalECGThorax1,0.1725190839694656
SFA,boss,NonInvasiveFetalECGThorax2,0.1969465648854962
SFA,boss,OliveOil,0.7333333333333333
SFA,boss,OSULeaf,0.7479338842975206
SFA,boss,PhalangesOutlinesCorrect,0.6666666666666666
SFA,boss,Phoneme,0.2362869198312236
SFA,boss,PickupGestureWiimoteZ,0.34
SFA,boss,PigAirwayPressure,0.3413461538461538
SFA,boss,PigArtPressure,0.9134615384615384
SFA,boss,PigCVP,0.7115384615384616
SFA,boss,PLAID,0.5884543761638734
SFA,boss,Plane,0.9904761904761904
SFA,boss,PowerCons,0.7666666666666667
SFA,boss,ProximalPhalanxOutlineAgeGroup,0.7560975609756098
SFA,boss,ProximalPhalanxOutlineCorrect,0.7353951890034365
SFA,boss,ProximalPhalanxTW,0.6878048780487804
SFA,boss,RefrigerationDevices,0.4666666666666667
SFA,boss,Rock,0.8
SFA,boss,ScreenType,0.3333333333333333
SFA,boss,SemgHandGenderCh2,0.48
SFA,boss,SemgHandMovementCh2,0.2
SFA,boss,SemgHandSubjectCh2,0.1933333333333333
SFA,boss,ShakeGestureWiimoteZ,0.52
SFA,boss,ShapeletSim,0.8833333333333333
SFA,boss,ShapesAll,0.4483333333333333
SFA,boss,SmallKitchenAppliances,0.696
SFA,boss,SmoothSubspace,0.5266666666666666
SFA,boss,SonyAIBORobotSurface1,0.653910149750416
SFA,boss,SonyAIBORobotSurface2,0.838405036726128
SFA,boss,StarLightCurves,0.8216367168528412
SFA,boss,Strawberry,0.9243243243243244
SFA,boss,SwedishLeaf,0.6512
SFA,boss,Symbols,0.7819095477386935
SFA,boss,SyntheticControl,0.6266666666666667
SFA,boss,ToeSegmentation1,0.7105263157894737
SFA,boss,ToeSegmentation2,0.8307692307692308
SFA,boss,Trace,0.61
SFA,boss,TwoLeadECG,0.7708516242317822
SFA,boss,TwoPatterns,0.52325
SFA,boss,UMD,0.7847222222222222
SFA,boss,UWaveGestureLibraryAll,0.4276940256839754
SFA,boss,UWaveGestureLibraryX,0.3752093802345058
SFA,boss,UWaveGestureLibraryY,0.3997766610831937
SFA,boss,UWaveGestureLibraryZ,0.3754885538805136
SFA,boss,Wafer,0.9980532121998702
SFA,boss,Wine,0.6666666666666666
SFA,boss,WordSynonyms,0.2272727272727272
SFA,boss,Worms,0.4805194805194805
SFA,boss,WormsTwoClass,0.5714285714285714
SFA,boss,Yoga,0.6236666666666667
SFA,cosine_similarity,ACSF1,0.31
SFA,cosine_similarity,Adiac,0.4501278772378516
SFA,cosine_similarity,AllGestureWiimoteX,0.3242857142857143
SFA,cosine_similarity,AllGestureWiimoteY,0.2928571428571428
SFA,cosine_similarity,AllGestureWiimoteZ,0.2928571428571428
SFA,cosine_similarity,ArrowHead,0.4914285714285714
SFA,cosine_similarity,Beef,0.6333333333333333
SFA,cosine_similarity,BeetleFly,0.75
SFA,cosine_similarity,BirdChicken,0.85
SFA,cosine_similarity,BME,0.3933333333333333
SFA,cosine_similarity,Car,0.4666666666666667
SFA,cosine_similarity,CBF,0.6533333333333333
SFA,cosine_similarity,Chinatown,0.8833819241982507
SFA,cosine_similarity,ChlorineConcentration,0.6369791666666667
SFA,cosine_similarity,CinCECGTorso,0.8905797101449275
SFA,cosine_similarity,Coffee,0.9285714285714286
SFA,cosine_similarity,Computers,0.68
SFA,cosine_similarity,CricketX,0.1743589743589743
SFA,cosine_similarity,CricketY,0.2102564102564102
SFA,cosine_similarity,CricketZ,0.2205128205128205
SFA,cosine_similarity,Crop,0.5166666666666667
SFA,cosine_similarity,DiatomSizeReduction,0.8104575163398693
SFA,cosine_similarity,DistalPhalanxOutlineAgeGroup,0.6690647482014388
SFA,cosine_similarity,DistalPhalanxOutlineCorrect,0.6413043478260869
SFA,cosine_similarity,DistalPhalanxTW,0.5467625899280576
SFA,cosine_similarity,DodgerLoopDay,0.2
SFA,cosine_similarity,DodgerLoopGame,0.5869565217391305
SFA,cosine_similarity,DodgerLoopWeekend,0.6014492753623188
SFA,cosine_similarity,Earthquakes,0.6762589928057554
SFA,cosine_similarity,ECG200,0.64
SFA,cosine_similarity,ECG5000,0.854
SFA,cosine_similarity,ECGFiveDays,0.7328687572590011
SFA,cosine_similarity,ElectricDevices,0.5864349630398132
SFA,cosine_similarity,EOGHorizontalSignal,0.1243093922651933
SFA,cosine_similarity,EOGVerticalSignal,0.0718232044198895
SFA,cosine_similarity,EthanolLevel,0.288
SFA,cosine_similarity,FaceAll,0.5266272189349113
SFA,cosine_similarity,FaceFour,0.5568181818181818
SFA,cosine_similarity,FacesUCR,0.56
SFA,cosine_similarity,FiftyWords,0.2241758241758241
SFA,cosine_similarity,Fish,0.7142857142857143
SFA,cosine_similarity,FordA,0.7878787878787878
SFA,cosine_similarity,FordB,0.6444444444444445
SFA,cosine_similarity,FreezerRegularTrain,0.6407017543859649
SFA,cosine_similarity,FreezerSmallTrain,0.6540350877192982
SFA,cosine_similarity,Fungi,0.2096774193548387
SFA,cosine_similarity,GestureMidAirD1,0.3615384615384615
SFA,cosine_similarity,GestureMidAirD2,0.3153846153846154
SFA,cosine_similarity,GestureMidAirD3,0.1615384615384615
SFA,cosine_similarity,GesturePebbleZ1,0.3430232558139535
SFA,cosine_similarity,GesturePebbleZ2,0.2341772151898734
SFA,cosine_similarity,GunPoint,0.7866666666666666
SFA,cosine_similarity,GunPointAgeSpan,0.8512658227848101
SFA,cosine_similarity,GunPointMaleVersusFemale,0.8734177215189873
SFA,cosine_similarity,GunPointOldVersusYoung,0.8063492063492064
SFA,cosine_similarity,Ham,0.5047619047619047
SFA,cosine_similarity,HandOutlines,0.6189189189189189
SFA,cosine_similarity,Haptics,0.3441558441558441
SFA,cosine_similarity,Herring,0.5625
SFA,cosine_similarity,HouseTwenty,0.8823529411764706
SFA,cosine_similarity,InlineSkate,0.2854545454545454
SFA,cosine_similarity,InsectEPGRegularTrain,0.8634538152610441
SFA,cosine_similarity,InsectEPGSmallTrain,0.7791164658634538
SFA,cosine_similarity,InsectWingbeatSound,0.2217171717171717
SFA,cosine_similarity,ItalyPowerDemand,0.912536443148688
SFA,cosine_similarity,LargeKitchenAppliances,0.4586666666666666
SFA,cosine_similarity,Lightning2,0.5409836065573771
SFA,cosine_similarity,Lightning7,0.4246575342465753
SFA,cosine_similarity,Mallat,0.55863539445629
SFA,cosine_similarity,Meat,0.6833333333333333
SFA,cosine_similarity,MedicalImages,0.4868421052631579
SFA,cosine_similarity,MelbournePedestrian,0.7277572775727758
SFA,cosine_similarity,MiddlePhalanxOutlineAgeGroup,0.487012987012987
SFA,cosine_similarity,MiddlePhalanxOutlineCorrect,0.5738831615120275
SFA,cosine_similarity,MiddlePhalanxTW,0.4545454545454545
SFA,cosine_similarity,MixedShapesRegularTrain,0.8391752577319588
SFA,cosine_similarity,MixedShapesSmallTrain,0.8193814432989691
SFA,cosine_similarity,MoteStrain,0.8825878594249201
SFA,cosine_similarity,NonInvasiveFetalECGThorax1,0.1633587786259542
SFA,cosine_similarity,NonInvasiveFetalECGThorax2,0.2086513994910941
SFA,cosine_similarity,OliveOil,0.8
SFA,cosine_similarity,OSULeaf,0.7975206611570248
SFA,cosine_similarity,PhalangesOutlinesCorrect,0.6678321678321678
SFA,cosine_similarity,Phoneme,0.2463080168776371
SFA,cosine_similarity,PickupGestureWiimoteZ,0.34
SFA,cosine_similarity,PigAirwayPressure,0.3509615384615384
SFA,cosine_similarity,PigArtPressure,0.9182692307692308
SFA,cosine_similarity,PigCVP,0.6923076923076923
SFA,cosine_similarity,PLAID,0.5754189944134078
SFA,cosine_similarity,Plane,1.0
SFA,cosine_similarity,PowerCons,0.7666666666666667
SFA,cosine_similarity,ProximalPhalanxOutlineAgeGroup,0.7463414634146341
SFA,cosine_similarity,ProximalPhalanxOutlineCorrect,0.718213058419244
SFA,cosine_similarity,ProximalPhalanxTW,0.7170731707317073
SFA,cosine_similarity,RefrigerationDevices,0.464
SFA,cosine_similarity,Rock,0.8
SFA,cosine_similarity,ScreenType,0.3226666666666666
SFA,cosine_similarity,SemgHandGenderCh2,0.4866666666666667
SFA,cosine_similarity,SemgHandMovementCh2,0.1977777777777777
SFA,cosine_similarity,SemgHandSubjectCh2,0.2044444444444444
SFA,cosine_similarity,ShakeGestureWiimoteZ,0.58
SFA,cosine_similarity,ShapeletSim,0.8444444444444444
SFA,cosine_similarity,ShapesAll,0.4833333333333333
SFA,cosine_similarity,SmallKitchenAppliances,0.6266666666666667
SFA,cosine_similarity,SmoothSubspace,0.56
SFA,cosine_similarity,SonyAIBORobotSurface1,0.6755407653910149
SFA,cosine_similarity,SonyAIBORobotSurface2,0.8551941238195173
SFA,cosine_similarity,StarLightCurves,0.8211510441962118
SFA,cosine_similarity,Strawberry,0.9297297297297298
SFA,cosine_similarity,SwedishLeaf,0.688
SFA,cosine_similarity,Symbols,0.8462311557788945
SFA,cosine_similarity,SyntheticControl,0.6433333333333333
SFA,cosine_similarity,ToeSegmentation1,0.7105263157894737
SFA,cosine_similarity,ToeSegmentation2,0.8461538461538461
SFA,cosine_similarity,Trace,0.72
SFA,cosine_similarity,TwoLeadECG,0.8419666374012291
SFA,cosine_similarity,TwoPatterns,0.5355
SFA,cosine_similarity,UMD,0.6319444444444444
SFA,cosine_similarity,UWaveGestureLibraryAll,0.4371859296482412
SFA,cosine_similarity,UWaveGestureLibraryX,0.4003350083752093
SFA,cosine_similarity,UWaveGestureLibraryY,0.428252372975991
SFA,cosine_similarity,UWaveGestureLibraryZ,0.411501954215522
SFA,cosine_similarity,Wafer,0.9964308890330954
SFA,cosine_similarity,Wine,0.7222222222222222
SFA,cosine_similarity,WordSynonyms,0.2398119122257053
SFA,cosine_similarity,Worms,0.4545454545454545
SFA,cosine_similarity,WormsTwoClass,0.5974025974025974
SFA,cosine_similarity,Yoga,0.645
SFA,kl,ACSF1,0.3
SFA,kl,Adiac,0.2148337595907928
SFA,kl,AllGestureWiimoteX,0.1757142857142857
SFA,kl,AllGestureWiimoteY,0.19
SFA,kl,AllGestureWiimoteZ,0.1614285714285714
SFA,kl,ArrowHead,0.4457142857142857
SFA,kl,Beef,0.5333333333333333
SFA,kl,BeetleFly,0.75
SFA,kl,BirdChicken,0.75
SFA,kl,BME,0.42
SFA,kl,Car,0.2666666666666666
SFA,kl,CBF,0.6011111111111112
SFA,kl,Chinatown,0.880466472303207
SFA,kl,ChlorineConcentration,0.6432291666666666
SFA,kl,CinCECGTorso,0.5144927536231884
SFA,kl,Coffee,0.5714285714285714
SFA,kl,Computers,0.636
SFA,kl,CricketX,0.1128205128205128
SFA,kl,CricketY,0.141025641025641
SFA,kl,CricketZ,0.1589743589743589
SFA,kl,Crop,0.5119047619047619
SFA,kl,DiatomSizeReduction,0.7254901960784313
SFA,kl,DistalPhalanxOutlineAgeGroup,0.6690647482014388
SFA,kl,DistalPhalanxOutlineCorrect,0.6485507246376812
SFA,kl,DistalPhalanxTW,0.5683453237410072
SFA,kl,DodgerLoopDay,0.2125
SFA,kl,DodgerLoopGame,0.572463768115942
SFA,kl,DodgerLoopWeekend,0.6159420289855072
SFA,kl,Earthquakes,0.6546762589928058
SFA,kl,ECG200,0.67
SFA,kl,ECG5000,0.7877777777777778
SFA,kl,ECGFiveDays,0.6504065040650406
SFA,kl,ElectricDevices,0.6010893528725197
SFA,kl,EOGHorizontalSignal,0.0994475138121546
SFA,kl,EOGVerticalSignal,0.0966850828729281
SFA,kl,EthanolLevel,0.236
SFA,kl,FaceAll,0.4923076923076923
SFA,kl,FaceFour,0.375
SFA,kl,FacesUCR,0.5170731707317073
SFA,kl,FiftyWords,0.123076923076923
SFA,kl,Fish,0.44
SFA,kl,FordA,0.6818181818181818
SFA,kl,FordB,0.562962962962963
SFA,kl,FreezerRegularTrain,0.5859649122807018
SFA,kl,FreezerSmallTrain,0.604561403508772
SFA,kl,Fungi,0.1021505376344086
SFA,kl,GestureMidAirD1,0.1923076923076923
SFA,kl,GestureMidAirD2,0.2384615384615384
SFA,kl,GestureMidAirD3,0.1076923076923077
SFA,kl,GesturePebbleZ1,0.2325581395348837
SFA,kl,GesturePebbleZ2,0.2468354430379747
SFA,kl,GunPoint,0.74
SFA,kl,GunPointAgeSpan,0.7468354430379747
SFA,kl,GunPointMaleVersusFemale,0.759493670886076
SFA,kl,GunPointOldVersusYoung,0.780952380952381
SFA,kl,Ham,0.4761904761904761
SFA,kl,HandOutlines,0.572972972972973
SFA,kl,Haptics,0.288961038961039
SFA,kl,Herring,0.59375
SFA,kl,HouseTwenty,0.8739495798319328
SFA,kl,InlineSkate,0.1854545454545454
SFA,kl,InsectEPGRegularTrain,0.6305220883534136
SFA,kl,InsectEPGSmallTrain,0.4417670682730923
SFA,kl,InsectWingbeatSound,0.1762626262626262
SFA,kl,ItalyPowerDemand,0.9096209912536444
SFA,kl,LargeKitchenAppliances,0.4453333333333333
SFA,kl,Lightning2,0.5573770491803278
SFA,kl,Lightning7,0.2328767123287671
SFA,kl,Mallat,0.6742004264392324
SFA,kl,Meat,0.6166666666666667
SFA,kl,MedicalImages,0.4776315789473684
SFA,kl,MelbournePedestrian,0.7248872488724887
SFA,kl,MiddlePhalanxOutlineAgeGroup,0.487012987012987
SFA,kl,MiddlePhalanxOutlineCorrect,0.5498281786941581
SFA,kl,MiddlePhalanxTW,0.461038961038961
SFA,kl,MixedShapesRegularTrain,0.5843298969072165
SFA,kl,MixedShapesSmallTrain,0.5455670103092783
SFA,kl,MoteStrain,0.8570287539936102
SFA,kl,NonInvasiveFetalECGThorax1,0.0508905852417302
SFA,kl,NonInvasiveFetalECGThorax2,0.0513994910941475
SFA,kl,OliveOil,0.8666666666666667
SFA,kl,OSULeaf,0.5289256198347108
SFA,kl,PhalangesOutlinesCorrect,0.6293706293706294
SFA,kl,Phoneme,0.145042194092827
SFA,kl,PickupGestureWiimoteZ,0.18
SFA,kl,PigAirwayPressure,0.1875
SFA,kl,PigArtPressure,0.6538461538461539
SFA,kl,PigCVP,0.1442307692307692
SFA,kl,PLAID,0.5679702048417132
SFA,kl,Plane,1.0
SFA,kl,PowerCons,0.7277777777777777
SFA,kl,ProximalPhalanxOutlineAgeGroup,0.7853658536585366
SFA,kl,ProximalPhalanxOutlineCorrect,0.7319587628865979
SFA,kl,ProximalPhalanxTW,0.6390243902439025
SFA,kl,RefrigerationDevices,0.488
SFA,kl,Rock,0.64
SFA,kl,ScreenType,0.3173333333333333
SFA,kl,SemgHandGenderCh2,0.4516666666666666
SFA,kl,SemgHandMovementCh2,0.1688888888888889
SFA,kl,SemgHandSubjectCh2,0.1622222222222222
SFA,kl,ShakeGestureWiimoteZ,0.48
SFA,kl,ShapeletSim,0.6166666666666667
SFA,kl,ShapesAll,0.2183333333333333
SFA,kl,SmallKitchenAppliances,0.6293333333333333
SFA,kl,SmoothSubspace,0.5733333333333334
SFA,kl,SonyAIBORobotSurface1,0.6655574043261231
SFA,kl,SonyAIBORobotSurface2,0.8793284365162645
SFA,kl,StarLightCurves,0.7520641087906751
SFA,kl,Strawberry,0.9
SFA,kl,SwedishLeaf,0.5712
SFA,kl,Symbols,0.678391959798995
SFA,kl,SyntheticControl,0.6333333333333333
SFA,kl,ToeSegmentation1,0.7368421052631579
SFA,kl,ToeSegmentation2,0.4615384615384615
SFA,kl,Trace,0.66
SFA,kl,TwoLeadECG,0.8340649692712906
SFA,kl,TwoPatterns,0.4105
SFA,kl,UMD,0.625
SFA,kl,UWaveGestureLibraryAll,0.248464544946957
SFA,kl,UWaveGestureLibraryX,0.2797319932998325
SFA,kl,UWaveGestureLibraryY,0.2808486878838637
SFA,kl,UWaveGestureLibraryZ,0.285036292573981
SFA,kl,Wafer,0.9892926670992862
SFA,kl,Wine,0.7592592592592593
SFA,kl,WordSynonyms,0.164576802507837
SFA,kl,Worms,0.5584415584415584
SFA,kl,WormsTwoClass,0.7012987012987013
SFA,kl,Yoga,0.5253333333333333
SPARTAN,hist_euclidean,ACSF1,0.56
SPARTAN,hist_euclidean,Adiac,0.5728900255754475
SPARTAN,hist_euclidean,AllGestureWiimoteX,0.44
SPARTAN,hist_euclidean,AllGestureWiimoteY,0.5128571428571429
SPARTAN,hist_euclidean,AllGestureWiimoteZ,0.4528571428571428
SPARTAN,hist_euclidean,ArrowHead,0.7771428571428571
SPARTAN,hist_euclidean,Beef,0.8
SPARTAN,hist_euclidean,BeetleFly,0.85
SPARTAN,hist_euclidean,BirdChicken,0.9
SPARTAN,hist_euclidean,BME,0.5533333333333333
SPARTAN,hist_euclidean,Car,0.7166666666666667
SPARTAN,hist_euclidean,CBF,0.9166666666666666
SPARTAN,hist_euclidean,Chinatown,0.8483965014577259
SPARTAN,hist_euclidean,ChlorineConcentration,0.61328125
SPARTAN,hist_euclidean,CinCECGTorso,0.6797101449275362
SPARTAN,hist_euclidean,Coffee,0.9642857142857144
SPARTAN,hist_euclidean,Computers,0.668
SPARTAN,hist_euclidean,CricketX,0.4666666666666667
SPARTAN,hist_euclidean,CricketY,0.482051282051282
SPARTAN,hist_euclidean,CricketZ,0.5
SPARTAN,hist_euclidean,Crop,0.5957142857142858
SPARTAN,hist_euclidean,DiatomSizeReduction,0.954248366013072
SPARTAN,hist_euclidean,DistalPhalanxOutlineAgeGroup,0.6402877697841727
SPARTAN,hist_euclidean,DistalPhalanxOutlineCorrect,0.6920289855072463
